"row","Codigo","Subject","Group","Sex","Block.Order","Block","Running","TrialNumb","TipoEva","soundtrack","Duration","Title","Happiness","Anger","Fear","Tenderness","Sad","Preference","Familiarity","Track360","Track110","Target","Emotion","Level","PosNeg","Valence","Energy","Tension"
"1","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","1","EnsayoEC","125.mp3",15,"The Alien Trilogy",1,7,1,1,1,7,1,125,3,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"2","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","2","EnsayoEC","246.mp3",24,"Oliver Twist",8,3,1,1,1,8,1,246,27,"HAPPY_MODERATE","Happy","Moderate","Positive",NA,NA,NA
"3","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","3","EnsayoEC","239.mp3",20,"The Fifth Element",1,8,2,1,2,9,1,239,5,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"4","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","4","EnsayoEC","003.mp3",18,"The Rainmaker",6,1,1,3,1,4,1,3,21,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"5","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","5","EnsayoEC","173.mp3",14,"Running Scared",1,1,3,1,1,1,0,173,16,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"6","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","6","EnsayoEC","001.mp3",15,"Shallow Grave",7,1,1,1,1,8,2,1,23,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"7","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","7","EnsayoEC","168.mp3",15,"Cape Fear",1,7,2,1,3,8,1,168,4,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"8","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","8","EnsayoEC","288.mp3",22,"The Portait of a Lady",1,1,1,7,8,7,1,288,33,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"9","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","9","EnsayoEC","054.mp3",18,"Shakespeare In Love",4,1,1,7,7,7,1,54,39,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"10","E11101",1,1,"Hombre",5,"Block1","EnsayosS1B1","10","EnsayoEC","295.mp3",16,"Blanc",1,1,6,1,3,6,1,295,84,"ENERGY NEG MODERATE","EnergyNeg","Moderate","Negative",NA,NA,NA
"11","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","1","EnsayoEC","316.mp3",15,"Batman Returns",1,7,3,1,1,6,1,316,7,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"12","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","2","EnsayoEC","114.mp3",27,"Man of Galilee CD1",2,5,2,1,2,7,0,114,8,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"13","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","3","EnsayoEC","299.mp3",16,"Oliver Twist",1,1,1,6,2,4,0,299,45,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"14","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","4","EnsayoEC","320.mp3",17,"JFK",1,2,5,1,1,4,0,320,13,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"15","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","5","EnsayoEC","062.mp3",20,"Shine",1,1,1,7,3,5,1,62,41,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"16","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","6","EnsayoEC","162.mp3",17,"Man of Galilee CD1",3,6,1,1,1,5,1,162,20,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"17","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","7","EnsayoEC","334.mp3",17,"Dances with Wolves",4,1,1,7,2,5,1,334,43,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"18","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","8","EnsayoEC","280.mp3",15,"Blanc",1,1,6,1,7,8,1,280,89,"ENERGY NEG HIGH","EnergyNeg","High","Negative",NA,NA,NA
"19","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","9","EnsayoEC","266.mp3",14,"JFK",1,1,6,1,1,3,0,266,12,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"20","E11101",1,1,"Hombre",3,"Block2","EnsayosS1B2","10","EnsayoEC","331.mp3",14,"Pride & Prejudice",1,1,1,7,3,5,0,331,44,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"21","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","1","EnsayoEC","157.mp3",15,"The Alien Trilogy",1,6,6,1,1,4,0,157,14,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"22","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","2","EnsayoEC","021.mp3",13,"Gladiator",6,1,1,1,1,2,0,21,53,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"23","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","3","EnsayoEC","297.mp3",14,"Batman",1,1,2,3,6,6,1,297,37,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"24","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","4","EnsayoEC","187.mp3",18,"Juha",7,1,1,7,1,7,1,187,51,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"25","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","5","EnsayoEC","274.mp3",20,"Angel Heart",1,1,3,1,1,1,0,274,36,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"26","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","6","EnsayoEC","346.mp3",17,"Oliver Twist",6,1,1,5,1,5,0,346,47,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"27","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","7","EnsayoEC","321.mp3",19,"The Fifth Element",1,8,1,1,1,7,1,321,17,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"28","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","8","EnsayoEC","040.mp3",17,"Man of Galilee CD1",3,1,1,3,5,3,1,40,35,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"29","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","9","EnsayoEC","313.mp3",14,"Hannibal",1,1,8,1,1,8,0,313,15,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"30","E11101",1,1,"Hombre",4,"Block3","EnsayosS1B3","10","EnsayoEC","188.mp3",18,"Dances with Wolves",7,1,1,3,1,7,1,188,55,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"31","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","1","EnsayoEC","276.mp3",12,"Dracula",1,7,3,2,7,4,0,276,38,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"32","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","2","EnsayoEC","160.mp3",23,"Man of Galilee CD1",7,1,1,5,1,7,1,160,56,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"33","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","3","EnsayoEC","357.mp3",14,"Dracula",5,1,3,8,3,6,0,357,48,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"34","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","4","EnsayoEC","170.mp3",22,"The English Patient",1,8,6,1,1,6,1,170,66,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"35","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","5","EnsayoEC","020.mp3",15,"Vertigo OST",6,1,1,1,1,5,0,20,59,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"36","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","6","EnsayoEC","292.mp3",19,"Batman",1,1,1,7,2,5,0,292,46,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"37","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","7","EnsayoEC","270.mp3",24,"The Omen",5,1,2,2,1,6,1,270,26,"HAPPY_MODERATE","Happy","Moderate","Positive",NA,NA,NA
"38","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","8","EnsayoEC","098.mp3",15,"Road To Perdition",1,5,7,1,1,7,0,98,68,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"39","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","9","EnsayoEC","237.mp3",18,"The Fifth Element",1,1,8,1,2,8,1,237,64,"VALENCE NEG MODERATE","ValenceNeg","Moderate","Negative",NA,NA,NA
"40","E11101",1,1,"Hombre",1,"Block4","EnsayosS1B4","10","EnsayoEC","004.mp3",16,"Man of Galilee CD1",8,1,1,4,1,7,1,4,24,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"41","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","1","EnsayoEC","253.mp3",13,"Crouching Tiger jne.",5,3,2,1,1,5,0,253,6,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"42","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","2","EnsayoEC","058.mp3",14,"Big Fish",2,1,2,5,3,7,1,58,83,"ENERGY NEG MODERATE","EnergyNeg","Moderate","Negative",NA,NA,NA
"43","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","3","EnsayoEC","296.mp3",29,"Oliver Twist",1,1,1,8,7,8,1,296,50,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"44","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","4","EnsayoEC","016.mp3",22,"Big Fish",5,1,1,5,2,5,0,16,110,"TENSION NEG HIGH","TensionNeg","High","Positive",NA,NA,NA
"45","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","5","EnsayoEC","269.mp3",16,"Juha",7,2,1,4,1,6,1,269,61,"VALENCE NEG MODERATE","ValenceNeg","Moderate","Negative",NA,NA,NA
"46","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","6","EnsayoEC","215.mp3",27,"Grizzle Man",1,1,6,1,1,4,0,215,70,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"47","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","7","EnsayoEC","204.mp3",15,"Outbreak",6,1,2,1,1,5,0,204,60,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"48","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","8","EnsayoEC","032.mp3",25,"The English Patient",1,1,1,1,7,7,1,32,31,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"49","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","9","EnsayoEC","306.mp3",16,"Hellraiser",1,5,5,1,2,6,1,306,94,"TENSION POS HIGH","TensionPos","High","Negative",NA,NA,NA
"50","E11101",1,1,"Hombre",2,"Block5","EnsayosS1B5","10","EnsayoEC","011.mp3",16,"Shine",6,1,1,1,1,3,0,11,73,"ENERGY POS HIGH","EnergyPos","High","Positive",NA,NA,NA
"51","E11101",1,1,"Hombre",0,"Practica 1","EnsayoS1Practica","practica","EnsayoEC","030.mp3",31,"The English Patient",5,1,5,8,5,7,1,30,40,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"52","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","1","EnsayoEC","125.mp3",15,"The Alien Trilogy",1,9,9,1,5,3,0,125,3,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"53","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","2","EnsayoEC","246.mp3",24,"Oliver Twist",8,1,1,6,2,9,2,246,27,"HAPPY_MODERATE","Happy","Moderate","Positive",NA,NA,NA
"54","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","3","EnsayoEC","239.mp3",20,"The Fifth Element",1,8,5,1,1,6,0,239,5,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"55","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","4","EnsayoEC","003.mp3",18,"The Rainmaker",7,1,1,7,4,8,1,3,21,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"56","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","5","EnsayoEC","173.mp3",14,"Running Scared",2,3,7,1,4,4,0,173,16,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"57","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","6","EnsayoEC","001.mp3",15,"Shallow Grave",9,1,1,3,1,9,1,1,23,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"58","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","7","EnsayoEC","168.mp3",15,"Cape Fear",1,7,8,1,7,1,0,168,4,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"59","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","8","EnsayoEC","288.mp3",22,"The Portait of a Lady",1,1,1,7,9,5,1,288,33,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"60","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","9","EnsayoEC","054.mp3",18,"Shakespeare In Love",1,3,1,8,6,7,0,54,39,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"61","E11103",3,1,"Hombre",1,"Block1","EnsayosS1B1","10","EnsayoEC","295.mp3",16,"Blanc",1,3,7,6,7,6,0,295,84,"ENERGY NEG MODERATE","EnergyNeg","Moderate","Negative",NA,NA,NA
"62","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","1","EnsayoEC","316.mp3",15,"Batman Returns",2,8,4,1,4,4,1,316,7,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"63","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","2","EnsayoEC","114.mp3",27,"Man of Galilee CD1",2,6,2,3,8,6,1,114,8,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"64","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","3","EnsayoEC","299.mp3",16,"Oliver Twist",5,1,5,6,7,4,0,299,45,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"65","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","4","EnsayoEC","320.mp3",17,"JFK",1,7,6,2,6,6,0,320,13,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"66","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","5","EnsayoEC","062.mp3",20,"Shine",1,4,1,7,9,8,1,62,41,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"67","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","6","EnsayoEC","162.mp3",17,"Man of Galilee CD1",1,9,4,1,3,3,0,162,20,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"68","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","7","EnsayoEC","334.mp3",17,"Dances with Wolves",6,1,1,7,6,8,0,334,43,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"69","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","8","EnsayoEC","280.mp3",15,"Blanc",1,2,6,6,7,5,0,280,89,"ENERGY NEG HIGH","EnergyNeg","High","Negative",NA,NA,NA
"70","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","9","EnsayoEC","266.mp3",14,"JFK",1,6,7,1,1,1,0,266,12,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"71","E11103",3,1,"Hombre",4,"Block2","EnsayosS1B2","10","EnsayoEC","331.mp3",14,"Pride & Prejudice",6,2,2,7,6,8,2,331,44,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"72","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","1","EnsayoEC","157.mp3",15,"The Alien Trilogy",1,2,8,1,1,1,0,157,14,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"73","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","2","EnsayoEC","021.mp3",13,"Gladiator",5,1,1,5,5,6,1,21,53,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"74","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","3","EnsayoEC","297.mp3",14,"Batman",1,2,4,6,7,4,0,297,37,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"75","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","4","EnsayoEC","187.mp3",18,"Juha",4,1,1,7,6,7,1,187,51,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"76","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","5","EnsayoEC","274.mp3",20,"Angel Heart",2,1,3,2,4,1,0,274,36,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"77","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","6","EnsayoEC","346.mp3",17,"Oliver Twist",8,1,1,8,4,9,1,346,47,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"78","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","7","EnsayoEC","321.mp3",19,"The Fifth Element",1,9,6,1,5,1,0,321,17,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"79","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","8","EnsayoEC","040.mp3",17,"Man of Galilee CD1",1,6,1,4,8,8,0,40,35,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"80","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","9","EnsayoEC","313.mp3",14,"Hannibal",1,1,9,1,6,1,0,313,15,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"81","E11103",3,1,"Hombre",5,"Block3","EnsayosS1B3","10","EnsayoEC","188.mp3",18,"Dances with Wolves",9,1,1,4,1,9,1,188,55,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
"82","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","1","EnsayoEC","276.mp3",12,"Dracula",1,1,1,7,9,6,1,276,38,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"83","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","2","EnsayoEC","160.mp3",23,"Man of Galilee CD1",7,1,1,7,6,9,2,160,56,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"84","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","3","EnsayoEC","357.mp3",14,"Dracula",1,2,6,6,8,4,0,357,48,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"85","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","4","EnsayoEC","170.mp3",22,"The English Patient",1,7,9,1,7,1,0,170,66,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"86","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","5","EnsayoEC","020.mp3",15,"Vertigo OST",7,4,1,7,4,6,1,20,59,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"87","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","6","EnsayoEC","292.mp3",19,"Batman",1,1,5,8,8,7,0,292,46,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"88","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","7","EnsayoEC","270.mp3",24,"The Omen",2,4,6,6,7,3,1,270,26,"HAPPY_MODERATE","Happy","Moderate","Positive",NA,NA,NA
"89","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","8","EnsayoEC","098.mp3",15,"Road To Perdition",1,5,7,1,6,1,0,98,68,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"90","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","9","EnsayoEC","237.mp3",18,"The Fifth Element",1,1,9,1,1,1,0,237,64,"VALENCE NEG MODERATE","ValenceNeg","Moderate","Negative",NA,NA,NA
"91","E11103",3,1,"Hombre",3,"Block4","EnsayosS1B4","10","EnsayoEC","004.mp3",16,"Man of Galilee CD1",9,1,1,5,1,9,1,4,24,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"92","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","1","EnsayoEC","253.mp3",13,"Crouching Tiger jne.",2,8,8,1,3,5,1,253,6,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"93","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","2","EnsayoEC","058.mp3",14,"Big Fish",1,4,5,6,7,3,0,58,83,"ENERGY NEG MODERATE","EnergyNeg","Moderate","Negative",NA,NA,NA
"94","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","3","EnsayoEC","296.mp3",29,"Oliver Twist",6,4,1,6,6,8,0,296,50,"TENDER_MODERATE","Tender","Moderate","Positive",NA,NA,NA
"95","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","4","EnsayoEC","016.mp3",22,"Big Fish",2,1,1,9,9,9,1,16,110,"TENSION NEG HIGH","TensionNeg","High","Positive",NA,NA,NA
"96","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","5","EnsayoEC","269.mp3",16,"Juha",1,3,6,4,7,7,0,269,61,"VALENCE NEG MODERATE","ValenceNeg","Moderate","Negative",NA,NA,NA
"97","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","6","EnsayoEC","215.mp3",27,"Grizzle Man",1,6,9,1,6,1,0,215,70,"VALENCE NEG HIGH","ValenceNeg","High","Negative",NA,NA,NA
"98","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","7","EnsayoEC","204.mp3",15,"Outbreak",5,6,3,7,6,6,1,204,60,"VALENCE POS MODERATE","ValencePos","Moderate","Positive",NA,NA,NA
"99","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","8","EnsayoEC","032.mp3",25,"The English Patient",1,1,1,8,8,8,0,32,31,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"100","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","9","EnsayoEC","306.mp3",16,"Hellraiser",1,8,7,1,6,1,0,306,94,"TENSION POS HIGH","TensionPos","High","Negative",NA,NA,NA
"101","E11103",3,1,"Hombre",2,"Block5","EnsayosS1B5","10","EnsayoEC","011.mp3",16,"Shine",8,5,1,4,2,7,1,11,73,"ENERGY POS HIGH","EnergyPos","High","Positive",NA,NA,NA
"102","E11103",3,1,"Hombre",0,"Practica 1","EnsayoS1Practica","practica","EnsayoEC","030.mp3",31,"The English Patient",3,4,4,7,8,7,0,30,40,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"103","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","1","EnsayoEC","125.mp3",15,"The Alien Trilogy",3,7,2,1,1,4,0,125,3,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"104","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","2","EnsayoEC","246.mp3",24,"Oliver Twist",6,1,1,2,2,5,0,246,27,"HAPPY_MODERATE","Happy","Moderate","Positive",NA,NA,NA
"105","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","3","EnsayoEC","239.mp3",20,"The Fifth Element",1,8,4,1,2,4,0,239,5,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"106","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","4","EnsayoEC","003.mp3",18,"The Rainmaker",7,1,1,6,1,5,0,3,21,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"107","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","5","EnsayoEC","173.mp3",14,"Running Scared",1,2,7,1,2,3,0,173,16,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"108","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","6","EnsayoEC","001.mp3",15,"Shallow Grave",9,1,1,4,1,4,1,1,23,"HAPPY_HIGH","Happy","High","Positive",NA,NA,NA
"109","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","7","EnsayoEC","168.mp3",15,"Cape Fear",1,6,6,1,2,4,0,168,4,"ANGER_HIGH","Anger","High","Negative",NA,NA,NA
"110","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","8","EnsayoEC","288.mp3",22,"The Portait of a Lady",1,1,1,3,9,3,1,288,33,"SAD_HIGH","Sad","High","Negative",NA,NA,NA
"111","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","9","EnsayoEC","054.mp3",18,"Shakespeare In Love",2,1,1,7,5,5,0,54,39,"SAD_MODERATE","Sad","Moderate","Negative",NA,NA,NA
"112","E11105",5,1,"Hombre",1,"Block1","EnsayosS1B1","10","EnsayoEC","295.mp3",16,"Blanc",1,1,5,3,6,4,0,295,84,"ENERGY NEG MODERATE","EnergyNeg","Moderate","Negative",NA,NA,NA
"113","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","1","EnsayoEC","316.mp3",15,"Batman Returns",1,7,4,1,1,5,1,316,7,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"114","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","2","EnsayoEC","114.mp3",27,"Man of Galilee CD1",2,3,4,1,6,6,1,114,8,"ANGER_MODERATE","Anger","Moderate","Negative",NA,NA,NA
"115","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","3","EnsayoEC","299.mp3",16,"Oliver Twist",2,1,1,6,4,5,0,299,45,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"116","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","4","EnsayoEC","320.mp3",17,"JFK",1,6,4,1,3,4,0,320,13,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"117","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","5","EnsayoEC","062.mp3",20,"Shine",4,1,1,8,6,5,0,62,41,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"118","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","6","EnsayoEC","162.mp3",17,"Man of Galilee CD1",4,7,6,1,1,3,0,162,20,"FEAR_MODERATE","Fear","Moderate","Negative",NA,NA,NA
"119","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","7","EnsayoEC","334.mp3",17,"Dances with Wolves",5,1,1,8,3,4,0,334,43,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"120","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","8","EnsayoEC","280.mp3",15,"Blanc",1,1,4,1,5,4,0,280,89,"ENERGY NEG HIGH","EnergyNeg","High","Negative",NA,NA,NA
"121","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","9","EnsayoEC","266.mp3",14,"JFK",1,3,6,1,1,3,0,266,12,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"122","E11105",5,1,"Hombre",3,"Block2","EnsayosS1B2","10","EnsayoEC","331.mp3",14,"Pride & Prejudice",5,1,1,8,4,3,0,331,44,"TENDER_HIGH","Tender","High","Positive",NA,NA,NA
"123","E11105",5,1,"Hombre",5,"Block3","EnsayosS1B3","1","EnsayoEC","157.mp3",15,"The Alien Trilogy",1,3,6,1,1,2,0,157,14,"FEAR_HIGH","Fear","High","Negative",NA,NA,NA
"124","E11105",5,1,"Hombre",5,"Block3","EnsayosS1B3","2","EnsayoEC","021.mp3",13,"Gladiator",7,1,1,6,1,6,0,21,53,"VALENCE POS HIGH","ValencePos","High","Positive",NA,NA,NA
